Description:           Daily Index of EDGAR Dissemination Feed
Last Data Received:    Jan  4, 2012
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
CIK|Company Name|Form Type|Date Filed|File Name
1159015|GAYNER THOMAS SINNICKSON|4|20120104|edgar/data/1159015/0001181431-12-000860.txt
1159105|LAYMAN J ALLEN|4|20120104|edgar/data/1159105/0001159105-12-000001.txt
1159331|DAVIDSON PAUL|4|20120104|edgar/data/1159331/0001123292-12-000065.txt
1159508|DEUTSCHE BANK AKTIENGESELLSCHAFT|FWP|20120104|edgar/data/1159508/0000950103-12-000013.txt
1159508|DEUTSCHE BANK AKTIENGESELLSCHAFT|FWP|20120104|edgar/data/1159508/0000950103-12-000015.txt
1159508|DEUTSCHE BANK AKTIENGESELLSCHAFT|FWP|20120104|edgar/data/1159508/0000950103-12-000018.txt
1159508|DEUTSCHE BANK AKTIENGESELLSCHAFT|FWP|20120104|edgar/data/1159508/0000950103-12-000019.txt
1159508|DEUTSCHE BANK AKTIENGESELLSCHAFT|FWP|20120104|edgar/data/1159508/0000950103-12-000024.txt
1159508|DEUTSCHE BANK AKTIENGESELLSCHAFT|FWP|20120104|edgar/data/1159508/0000950103-12-000028.txt
1159513|PROMOTORA DE INFORMACIONES SA /FI|SC 13D/A|20120104|edgar/data/1159513/0001193125-12-002234.txt
1159513|PROMOTORA DE INFORMACIONES SA /FI|SC 13D/A|20120104|edgar/data/1159513/0001193125-12-002236.txt
1159762|BOLLENBACH STEPHEN F|4|20120104|edgar/data/1159762/0000794367-12-000001.txt
1160106|Lloyds Banking Group plc|424B5|20120104|edgar/data/1160106/0000950103-12-000020.txt
1160106|Lloyds Banking Group plc|424B5|20120104|edgar/data/1160106/0000950103-12-000021.txt
1160330|BANK BRADESCO|6-K|20120104|edgar/data/1160330/0001292814-12-000019.txt
1160599|MACINNIS FRANK T|4|20120104|edgar/data/1160599/0000105634-12-000014.txt
1161154|SUNOCO LOGISTICS PARTNERS L.P.|4|20120104|edgar/data/1161154/0001127602-12-000551.txt
1161154|SUNOCO LOGISTICS PARTNERS L.P.|4|20120104|edgar/data/1161154/0001127602-12-000554.txt
1161154|SUNOCO LOGISTICS PARTNERS L.P.|4|20120104|edgar/data/1161154/0001127602-12-000556.txt
1161154|SUNOCO LOGISTICS PARTNERS L.P.|4|20120104|edgar/data/1161154/0001127602-12-000558.txt
1161244|MONTAGUE JAMES R|4|20120104|edgar/data/1161244/0001225208-12-000412.txt
1161375|SCHOEWE THOMAS M|4|20120104|edgar/data/1161375/0001127602-12-000645.txt
1161375|SCHOEWE THOMAS M|4|20120104|edgar/data/1161375/0001181431-12-001040.txt
1161611|ALUMINUM CORP OF CHINA LTD|6-K|20120104|edgar/data/1161611/0001161611-12-000001.txt
1162127|BLUE CHIP INVESTOR FUNDS|40-17G|20120104|edgar/data/1162127/0001413042-12-000002.txt
1163165|CONOCOPHILLIPS|4|20120104|edgar/data/1163165/0001181431-12-000692.txt
1163165|CONOCOPHILLIPS|4|20120104|edgar/data/1163165/0001181431-12-000696.txt
1163165|CONOCOPHILLIPS|4|20120104|edgar/data/1163165/0001181431-12-000705.txt
1163165|CONOCOPHILLIPS|4|20120104|edgar/data/1163165/0001181431-12-000707.txt
1163165|CONOCOPHILLIPS|4|20120104|edgar/data/1163165/0001181431-12-000712.txt
1163226|BARD JOHN F|4|20120104|edgar/data/1163226/0001181431-12-000663.txt
1163332|VERTICAL HEALTH SOLUTIONS INC|4|20120104|edgar/data/1163332/0001104659-12-000351.txt
1163332|VERTICAL HEALTH SOLUTIONS INC|4|20120104|edgar/data/1163332/0001104659-12-000352.txt
1163332|VERTICAL HEALTH SOLUTIONS INC|4|20120104|edgar/data/1163332/0001104659-12-000354.txt
1163739|NABORS INDUSTRIES LTD|4|20120104|edgar/data/1163739/0001127602-12-000533.txt
1163792|WESTERN ASSET PREMIER BOND FUND|4|20120104|edgar/data/1163792/0001140361-12-000528.txt
1164072|CLARK ROGER E|4|20120104|edgar/data/1164072/0001144204-12-000462.txt
1164543|WILMERS ROBERT G|4|20120104|edgar/data/1164543/0001209191-12-001704.txt
1164638|LAWLESS ROBERT J|4|20120104|edgar/data/1164638/0001181431-12-000954.txt
1164727|NEWMONT MINING CORP /DE/|4|20120104|edgar/data/1164727/0001164727-12-000001.txt
1164727|NEWMONT MINING CORP /DE/|4|20120104|edgar/data/1164727/0001164727-12-000002.txt
1164727|NEWMONT MINING CORP /DE/|4|20120104|edgar/data/1164727/0001164727-12-000003.txt
1164727|NEWMONT MINING CORP /DE/|4|20120104|edgar/data/1164727/0001164727-12-000004.txt
1164727|NEWMONT MINING CORP /DE/|8-K|20120104|edgar/data/1164727/0001193125-12-002295.txt
1165185|WARD MICHAEL J|4|20120104|edgar/data/1165185/0001127602-12-000455.txt
1165513|GUTFREUND JOHN H|4|20120104|edgar/data/1165513/0001181431-12-000800.txt
1165816|ARCHBOLD JAMES|4|20120104|edgar/data/1165816/0001181431-12-000752.txt
1165961|SHERMAN MERRILL W|4|20120104|edgar/data/1165961/0001140361-12-001088.txt
1165972|FRANKLIN LAURA M|4|20120104|edgar/data/1165972/0000104894-12-000007.txt
1166170|PURNELL MAURICE E JR|4|20120104|edgar/data/1166170/0001127602-12-000695.txt
1166432|SONKIN PAUL D|4|20120104|edgar/data/1166432/0001209191-12-001570.txt
1166432|SONKIN PAUL D|SC 13D/A|20120104|edgar/data/1166432/0001166432-12-000002.txt
1166518|COUNTRYMAN GARY L|4|20120104|edgar/data/1166518/0001225208-12-000572.txt
1166691|COMCAST CORP|4|20120104|edgar/data/1166691/0001225208-12-000595.txt
1166691|COMCAST CORP|4|20120104|edgar/data/1166691/0001225208-12-000596.txt
1166691|COMCAST CORP|4|20120104|edgar/data/1166691/0001225208-12-000597.txt
1166691|COMCAST CORP|4|20120104|edgar/data/1166691/0001225208-12-000598.txt
1166691|COMCAST CORP|4|20120104|edgar/data/1166691/0001225208-12-000599.txt
1166691|COMCAST CORP|4|20120104|edgar/data/1166691/0001225208-12-000600.txt
1166691|COMCAST CORP|4|20120104|edgar/data/1166691/0001225208-12-000601.txt
1166691|COMCAST CORP|4|20120104|edgar/data/1166691/0001225208-12-000602.txt
1166853|GRISWELL J BARRY|4|20120104|edgar/data/1166853/0001181431-12-001003.txt
1166934|ONEILL TIMOTHY G|4|20120104|edgar/data/1166934/0001140361-12-000482.txt
1167008|BECKER LEONARD|4|20120104|edgar/data/1167008/0001005284-12-000002.txt
1167024|SIEGEL KENNETH S|4|20120104|edgar/data/1167024/0001225208-12-000487.txt
1167028|SMITH PATRICK W|4|20120104|edgar/data/1167028/0001209191-12-001377.txt
1167147|HOFFMAN MICHAEL J|4|20120104|edgar/data/1167147/0001226579-12-000005.txt
1167321|MILLER EUGENE A|4|20120104|edgar/data/1167321/0001179110-12-000229.txt
1167593|JOHNSON MICHAEL A|4|20120104|edgar/data/1167593/0000895126-12-000015.txt
1167831|LLOYDS TSB BANK PLC|424B5|20120104|edgar/data/1167831/0000950103-12-000020.txt
1167831|LLOYDS TSB BANK PLC|424B5|20120104|edgar/data/1167831/0000950103-12-000021.txt
1167958|RUFRANO GLENN J|4|20120104|edgar/data/1167958/0000740260-12-000024.txt
1168019|JACKSON SHIRLEY A|4|20120104|edgar/data/1168019/0001209191-12-001581.txt
1168054|CIMAREX ENERGY CO|4|20120104|edgar/data/1168054/0001246360-12-000021.txt
1168054|CIMAREX ENERGY CO|4|20120104|edgar/data/1168054/0001246360-12-000022.txt
1168054|CIMAREX ENERGY CO|4|20120104|edgar/data/1168054/0001246360-12-000023.txt
1168054|CIMAREX ENERGY CO|4|20120104|edgar/data/1168054/0001246360-12-000024.txt
1168054|CIMAREX ENERGY CO|4|20120104|edgar/data/1168054/0001246360-12-000025.txt
1168054|CIMAREX ENERGY CO|4|20120104|edgar/data/1168054/0001246360-12-000026.txt
1168054|CIMAREX ENERGY CO|4|20120104|edgar/data/1168054/0001246360-12-000028.txt
1168211|HELLMAN ROBERT B JR|4|20120104|edgar/data/1168211/0001181431-12-000732.txt
1168351|TORM A/S|6-K|20120104|edgar/data/1168351/0000919574-12-000033.txt
1168551|MCCLEAN FERRELL P|4|20120104|edgar/data/1168551/0001127602-12-000732.txt
1168560|EVANS MARSHA JOHNSON|4|20120104|edgar/data/1168560/0001181431-12-000660.txt
1168754|COHEN BETSY Z|4|20120104|edgar/data/1168754/0001122304-12-000007.txt
1169429|FELDBERG MEYER|4|20120104|edgar/data/1169429/0000794367-12-000003.txt
1169446|VALE OVERSEAS LTD|424B2|20120104|edgar/data/1169446/0001047469-12-000012.txt
1170535|PROVIDENCE EQUITY OPERATING PARTNERS IV LP|4|20120104|edgar/data/1170535/0001140361-12-000869.txt
1170593|PRIMUS GUARANTY LTD|4|20120104|edgar/data/1170593/0000919574-12-000026.txt
1170769|DEBOER SIDNEY B|5|20120104|edgar/data/1170769/0000896595-12-000004.txt
1170825|ROBBINS JAMES D|4|20120104|edgar/data/1170825/0001225208-12-000664.txt
1170994|LINNEMAN PETER|4|20120104|edgar/data/1170994/0001140361-12-000425.txt
1171014|COSI INC|3|20120104|edgar/data/1171014/0001140361-12-001085.txt
1171014|COSI INC|4|20120104|edgar/data/1171014/0001140361-12-001087.txt
1171014|COSI INC|4|20120104|edgar/data/1171014/0001140361-12-001089.txt
1171694|HERRINGER FRANK C|4|20120104|edgar/data/1171694/0001181431-12-000503.txt
1171764|BEARD JAMES S|4|20120104|edgar/data/1171764/0001209191-12-001706.txt
1171797|OSBORN WILLIAM A|4|20120104|edgar/data/1171797/0001179110-12-000240.txt
1171910|KWIATKOWSKI MICHAEL D|4|20120104|edgar/data/1171910/0000811532-12-000003.txt
1172136|US GEOTHERMAL INC|8-K|20120104|edgar/data/1172136/0001204459-12-000014.txt
1172139|BILL BARRETT CORP|5|20120104|edgar/data/1172139/0001209191-12-000906.txt
1172139|BILL BARRETT CORP|8-K|20120104|edgar/data/1172139/0001193125-12-001855.txt
1172218|CHAPMAN DAVID L SR|4|20120104|edgar/data/1172218/0001209191-12-001506.txt
1172298|GRAVIS OIL Corp|6-K|20120104|edgar/data/1172298/0001279569-12-000005.txt
1172457|GILMAN KENNETH B|4|20120104|edgar/data/1172457/0001140361-12-000809.txt
1172570|POWELL CHARLES D|4|20120104|edgar/data/1172570/0000217346-12-000008.txt
1173262|KEY STEPHEN L|4|20120104|edgar/data/1173262/0001209191-12-001067.txt
1173274|PENROSE SHEILA A|4|20120104|edgar/data/1173274/0001140361-12-000561.txt
1173659|BERENS CAPITAL FUND, LTD.|D/A|20120104|edgar/data/1173659/0001173659-12-000001.txt
1174294|MAHONEY THOMAS P|4|20120104|edgar/data/1174294/0001164727-12-000002.txt
1174439|CROPPER STEPHEN L|4|20120104|edgar/data/1174439/0001127602-12-000554.txt
1174462|LARSEN RALPH S|4|20120104|edgar/data/1174462/0001231205-12-000008.txt
1174467|TICKNOR CAROLYN M|4|20120104|edgar/data/1174467/0001225208-12-000564.txt
1174475|BROWN MICHAEL S|4|20120104|edgar/data/1174475/0001237899-12-000002.txt
1174481|LORCH GEORGE A|4|20120104|edgar/data/1174481/0001225208-12-000341.txt
1174597|Hofmann Thomas W|4|20120104|edgar/data/1174597/0001225208-12-000410.txt
1174642|OBRIEN THOMAS H|4|20120104|edgar/data/1174642/0001209191-12-001494.txt
1174913|COHEN MARSHALL A|4|20120104|edgar/data/1174913/0001179110-12-000223.txt
1175108|ROTECH HEALTHCARE INC|CORRESP|20111011|edgar/data/1175108/0001193125-11-267806.txt
1175108|ROTECH HEALTHCARE INC|CORRESP|20111026|edgar/data/1175108/0001193125-11-282094.txt
1175108|ROTECH HEALTHCARE INC|UPLOAD|20110929|edgar/data/1175108/0000000000-11-057998.txt
1175108|ROTECH HEALTHCARE INC|UPLOAD|20111027|edgar/data/1175108/0000000000-11-062963.txt
1175218|BMO NESBITT BURNS TRADING CORP. S.A.|FOCUSN|20111227|edgar/data/1175218/9999999997-12-000043.txt
1175218|BMO NESBITT BURNS TRADING CORP. S.A.|X-17A-5|20111227|edgar/data/1175218/9999999997-12-000042.txt
1175741|BOGGAN DANIEL JR|4|20120104|edgar/data/1175741/0001225208-12-000555.txt
1175929|NATIONWIDE VARIABLE ACCOUNT 13|497|20120104|edgar/data/1175929/0001190903-12-000112.txt
1175992|UNGER LAURA S|4|20120104|edgar/data/1175992/0001140361-12-000824.txt
1176401|FORD JOE T|4|20120104|edgar/data/1176401/0000217346-12-000012.txt
1176436|BAUM ELEANOR|4|20120104|edgar/data/1176436/0001219998-12-000002.txt
1176485|STUCKERT JAMES W|4|20120104|edgar/data/1176485/0001140361-12-000665.txt
1176485|STUCKERT JAMES W|4|20120104|edgar/data/1176485/0001140361-12-000667.txt
1177079|MARTELL RON|3|20120104|edgar/data/1177079/0001209191-12-000894.txt
1177419|SHAPIRO STEVEN J|4|20120104|edgar/data/1177419/0001127602-12-000743.txt
1178437|FAIRBAIRN URSULA F|4|20120104|edgar/data/1178437/0001225208-12-000244.txt
1178460|DOBSON JULIE A|4|20120104|edgar/data/1178460/0001246360-12-000079.txt
1178727|MACROSOLVE INC|D/A|20120104|edgar/data/1178727/0001178727-12-000002.txt
1178970|PROVIDENT FINANCIAL SERVICES INC|CORRESP|20110520|edgar/data/1178970/0000943374-11-000279.txt
1178970|PROVIDENT FINANCIAL SERVICES INC|CORRESP|20110531|edgar/data/1178970/0001193125-11-154758.txt
1178970|PROVIDENT FINANCIAL SERVICES INC|CORRESP|20110706|edgar/data/1178970/0000943374-11-000419.txt
1178970|PROVIDENT FINANCIAL SERVICES INC|CORRESP|20110915|edgar/data/1178970/0000943374-11-000565.txt
1178970|PROVIDENT FINANCIAL SERVICES INC|UPLOAD|20110506|edgar/data/1178970/0000000000-11-028434.txt
1178970|PROVIDENT FINANCIAL SERVICES INC|UPLOAD|20110621|edgar/data/1178970/0000000000-11-038080.txt
1178970|PROVIDENT FINANCIAL SERVICES INC|UPLOAD|20110831|edgar/data/1178970/0000000000-11-052239.txt
1178970|PROVIDENT FINANCIAL SERVICES INC|UPLOAD|20111102|edgar/data/1178970/0000000000-11-064013.txt
1179090|Bonds.com Group, Inc.|8-K|20120104|edgar/data/1179090/0001387131-12-000013.txt
1179100|KERREY J ROBERT|4|20120104|edgar/data/1179100/0001104659-12-000462.txt
1179262|CUMMINGS ALEXANDER B JR|4|20120104|edgar/data/1179262/0001127602-12-000654.txt
1179477|CASH R D|4|20120104|edgar/data/1179477/0001209191-12-001431.txt
1179497|KENNY GREGORY B|4|20120104|edgar/data/1179497/0001127602-12-000740.txt
1179500|COMMUNITY FIRST INC|8-K|20120104|edgar/data/1179500/0001193125-12-002331.txt
1179576|HARRISON WILLIAM B JR|4|20120104|edgar/data/1179576/0001225208-12-000391.txt
1179577|COULTER DAVID A|4|20120104|edgar/data/1179577/0000814585-12-000003.txt
1179678|MCLARTY THOMAS F III|4|20120104|edgar/data/1179678/0000100885-12-000018.txt
1179697|AMRON ARTHUR H|4|20120104|edgar/data/1179697/0001140361-12-000989.txt
1179745|Swedish Joseph|4|20120104|edgar/data/1179745/0001054833-12-000006.txt
1179755|ENDURANCE SPECIALTY HOLDINGS LTD|4|20120104|edgar/data/1179755/0001209191-12-000943.txt
1179755|ENDURANCE SPECIALTY HOLDINGS LTD|4|20120104|edgar/data/1179755/0001209191-12-000945.txt
1179755|ENDURANCE SPECIALTY HOLDINGS LTD|4|20120104|edgar/data/1179755/0001209191-12-000948.txt
1179801|JACKSON JEANNE P|4|20120104|edgar/data/1179801/0001140361-12-000545.txt
1179801|JACKSON JEANNE P|4|20120104|edgar/data/1179801/0001504430-12-000001.txt
1179811|MASSEY WALTER E|4|20120104|edgar/data/1179811/0001140361-12-000556.txt
1179821|BIRKS & MAYORS INC.|6-K|20120104|edgar/data/1179821/0001193125-12-002218.txt
1179864|LOZANO MONICA C|4|20120104|edgar/data/1179864/0001225208-12-000673.txt
1179881|ELWARD THOMAS W|4|20120104|edgar/data/1179881/0001140361-12-000889.txt
1179929|MOLINA HEALTHCARE INC|4|20120104|edgar/data/1179929/0001181431-12-001098.txt
1179929|MOLINA HEALTHCARE INC|4|20120104|edgar/data/1179929/0001181431-12-001099.txt
1179929|MOLINA HEALTHCARE INC|4|20120104|edgar/data/1179929/0001181431-12-001100.txt
1179980|MUNDINGER MARY ONEIL|4|20120104|edgar/data/1179980/0000891293-12-000004.txt
1179997|OBRIEN RICHARD T|4|20120104|edgar/data/1179997/0001164727-12-000001.txt
1180042|ABRAHAM WILLIAM J JR|4|20120104|edgar/data/1180042/0001140361-12-000520.txt
1180138|SALERNO FREDERIC V|4|20120104|edgar/data/1180138/0001209191-12-001155.txt
1180138|SALERNO FREDERIC V|4|20120104|edgar/data/1180138/0001225208-12-000576.txt
1180168|FORD W DOUGLAS|4|20120104|edgar/data/1180168/0001225208-12-000245.txt
1180326|HASSAN JOHN C|4|20120104|edgar/data/1180326/0001181431-12-000796.txt
1180346|HOOK THOMAS J|4|20120104|edgar/data/1180346/0001209191-12-000855.txt
1180362|WHITMIRE JOHN L|4|20120104|edgar/data/1180362/0001127602-12-000754.txt
1180363|MARSHALL JON A|4|20120104|edgar/data/1180363/0000950103-12-000042.txt
1180399|CAVANAUGH WILLIAM III|4|20120104|edgar/data/1180399/0001404930-12-000003.txt
1180421|MCMAHON SHANE|SC 13G|20120104|edgar/data/1180421/0000898432-12-000005.txt
1180436|NOWELL LIONEL L III|4|20120104|edgar/data/1180436/0001275283-12-000006.txt
1180462|RICCIARDI LAWRENCE R|4|20120104|edgar/data/1180462/0001181431-12-000724.txt
1180485|WADE WILLIAM E JR|4|20120104|edgar/data/1180485/0001181431-12-000712.txt
1180506|ELLIOTT STEVEN G|4|20120104|edgar/data/1180506/0001209191-12-000786.txt
1180541|NOTO LUCIO A|4|20120104|edgar/data/1180541/0001182489-12-000005.txt
1180568|RATTIE KEITH O|4/A|20120104|edgar/data/1180568/0001209191-12-001437.txt
1180608|Barnes Leroy Jr.|4|20120104|edgar/data/1180608/0001127602-12-000502.txt
1180617|HOUMINER EHUD|4|20120104|edgar/data/1180617/0001219998-12-000004.txt
1180659|ANDERSON BASIL|4|20120104|edgar/data/1180659/0000046080-12-000001.txt
1180736|FEALY ROBERT L|4|20120104|edgar/data/1180736/0001225208-12-000494.txt
1180740|HARRINGTON DANIEL P|4|20120104|edgar/data/1180740/0001225208-12-000496.txt
1180742|HUMPHREY G WATTS JR|4|20120104|edgar/data/1180742/0000916480-12-000011.txt
1180776|CLARK R KERRY|4|20120104|edgar/data/1180776/0000217346-12-000014.txt
1180778|DALEY CLAYTON C JR|4|20120104|edgar/data/1180778/0001225208-12-000476.txt
1180784|LAFLEY ALAN G|4|20120104|edgar/data/1180784/0001231205-12-000006.txt
1180787|PEPPER JOHN E|4|20120104|edgar/data/1180787/0001225208-12-000671.txt
1180798|NODDLE JEFFREY|4|20120104|edgar/data/1180798/0001226579-12-000007.txt
1180886|WOJTOWICZ JEAN L|4|20120104|edgar/data/1180886/0001140361-12-000629.txt
1181008|WARE RICHARD II|4|20120104|edgar/data/1181008/0001127602-12-000553.txt
1181025|REDDY J PATRICK|4|20120104|edgar/data/1181025/0001127602-12-000820.txt
1181101|DIMICCO DANIEL R|4|20120104|edgar/data/1181101/0001127602-12-000622.txt
1181112|SMITH ORIN|4|20120104|edgar/data/1181112/0001225208-12-000669.txt
1181183|SHEARES BRADLEY T|4|20120104|edgar/data/1181183/0000950117-12-000031.txt
1181256|LAURANCE DALE R|4|20120104|edgar/data/1181256/0001179110-12-000290.txt
1181286|LIAMOS CHARLES T|4|20120104|edgar/data/1181286/0001127602-12-000715.txt
1181355|PERNA ROBERT J|4|20120104|edgar/data/1181355/0001140361-12-000446.txt
1181513|PAGE JANICE E|4|20120104|edgar/data/1181513/0001225208-12-000627.txt
1181583|WARNER DOUGLAS A III|4|20120104|edgar/data/1181583/0001231205-12-000015.txt
1181630|HUNTER JOHN C III|4|20120104|edgar/data/1181630/0001096752-12-000002.txt
1181680|Connor Christopher M|4|20120104|edgar/data/1181680/0001209191-12-000924.txt
1181765|STEPHENS THOMAS G|4|20120104|edgar/data/1181765/0001127602-12-000842.txt
1181790|BYRNES WILLIAM G|4|20120104|edgar/data/1181790/0000104894-12-000008.txt
1181790|BYRNES WILLIAM G|4|20120104|edgar/data/1181790/0001123292-12-000042.txt
1181794|ROBERTS JOHN R|4|20120104|edgar/data/1181794/0001096752-12-000008.txt
1181954|KREIDER GARY P|4|20120104|edgar/data/1181954/0001140361-12-000529.txt
1181993|HILL C T|4|20120104|edgar/data/1181993/0000750556-12-000004.txt
1182002|ROGERS WILLIAM H JR|4|20120104|edgar/data/1182002/0000750556-12-000006.txt
1182006|WELLS JAMES M III|4|20120104|edgar/data/1182006/0000750556-12-000001.txt
1182078|WARD JONATHAN P|4|20120104|edgar/data/1182078/0001140361-12-000740.txt
1182128|ZSCHAU ED|4|20120104|edgar/data/1182128/0001179110-12-000216.txt
1182129|AUXILIUM PHARMACEUTICALS INC|4|20120104|edgar/data/1182129/0001209191-12-001324.txt
1182129|AUXILIUM PHARMACEUTICALS INC|4|20120104|edgar/data/1182129/0001209191-12-001337.txt
1182129|AUXILIUM PHARMACEUTICALS INC|4|20120104|edgar/data/1182129/0001209191-12-001353.txt
1182129|AUXILIUM PHARMACEUTICALS INC|4|20120104|edgar/data/1182129/0001209191-12-001368.txt
1182129|AUXILIUM PHARMACEUTICALS INC|4|20120104|edgar/data/1182129/0001209191-12-001471.txt
1182188|MICHAEL GARY G|4|20120104|edgar/data/1182188/0001225208-12-000561.txt
1182196|STASYSZEN RICHARD E|4|20120104|edgar/data/1182196/0000006885-12-000003.txt
1182329|KENNEY JEROME P|4|20120104|edgar/data/1182329/0001181431-12-001007.txt
1182330|KOMANSKY DAVID H|4|20120104|edgar/data/1182330/0001209191-12-001490.txt
1182337|ONEAL E STANLEY|4|20120104|edgar/data/1182337/0000004281-12-000013.txt
1182419|JACKSON JEFFERY M|4|20120104|edgar/data/1182419/0001225208-12-000216.txt
1182428|GYANI MOHAN S|4|20120104|edgar/data/1182428/0001181431-12-000506.txt
1182500|SEAVER CHRISTOPHER T|4|20120104|edgar/data/1182500/0001140361-12-000672.txt
1182537|JOERRES JEFFREY A|4|20120104|edgar/data/1182537/0001209191-12-000813.txt
1182559|Austin George L|4|20120104|edgar/data/1182559/0001209191-12-001352.txt
1182603|HENDERSON JAMES A|4|20120104|edgar/data/1182603/0001181431-12-000508.txt
1182633|SHAROKY MELVIN MD|4|20120104|edgar/data/1182633/0000878088-12-000001.txt
1182870|SIMMONS HARRIS H|4/A|20120104|edgar/data/1182870/0000109380-12-000007.txt
1182870|SIMMONS HARRIS H|4|20120104|edgar/data/1182870/0000109380-12-000020.txt
1182870|SIMMONS HARRIS H|4|20120104|edgar/data/1182870/0001209191-12-000922.txt
1182872|FERRARA JOHN|4|20120104|edgar/data/1182872/0000020639-12-000003.txt
1182914|KERN ARTHUR|4|20120104|edgar/data/1182914/0001179110-12-000283.txt
1182939|MCCOY JOHN B|4|20120104|edgar/data/1182939/0001127602-12-000604.txt
1182994|DUNLAP DAVID D|4|20120104|edgar/data/1182994/0001181431-12-000794.txt
1183044|HABERMEYER H WILLIAM JR|4|20120104|edgar/data/1183044/0001209191-12-000722.txt
1183261|KAHAN JAMES S|4|20120104|edgar/data/1183261/0001127602-12-000509.txt
1183382|ROBINSON RAY M|4|20120104|edgar/data/1183382/0001179110-12-000266.txt
1183382|ROBINSON RAY M|4|20120104|edgar/data/1183382/0001219998-12-000007.txt
1183428|STEPHENSON RANDALL L|4|20120104|edgar/data/1183428/0001127602-12-000655.txt
1183473|PIERNE JAMES G|4|20120104|edgar/data/1183473/0001127602-12-000557.txt
1183479|BERGES JAMES G|4|20120104|edgar/data/1183479/0001209191-12-000977.txt
1183545|GRIFFIN BOBBY J|4/A|20120104|edgar/data/1183545/0001209191-12-001311.txt
1183545|GRIFFIN BOBBY J|4|20120104|edgar/data/1183545/0001209191-12-001332.txt
1183548|O MEARA VICKI A|4|20120104|edgar/data/1183548/0000891839-12-000006.txt
1183579|FRANKENBERG ROBERT J|4|20120104|edgar/data/1183579/0001218326-12-000001.txt
1183613|LUCAS RON|4|20120104|edgar/data/1183613/0000006885-12-000002.txt
1183686|KEPLER DAVID E|4|20120104|edgar/data/1183686/0001181431-12-000819.txt
1183732|ADAIR CHARLES E|4|20120104|edgar/data/1183732/0000920527-12-000007.txt
1183878|BALDERSTON EDWARD JR|4|20120104|edgar/data/1183878/0001127602-12-000587.txt
1183905|AARON HENRY L|4|20120104|edgar/data/1183905/0001225208-12-000652.txt
1183918|HOUGH LAWRENCE A|4|20120104|edgar/data/1183918/0001209191-12-001166.txt
1183957|MAFFUCCI DAVID G|4|20120104|edgar/data/1183957/0001181431-12-000537.txt
1184000|GUERON JUDITH M|4|20120104|edgar/data/1184000/0000004281-12-000011.txt
1184003|ZEDILLO ERNESTO|4|20120104|edgar/data/1184003/0000004281-12-000015.txt
1184003|ZEDILLO ERNESTO|4|20120104|edgar/data/1184003/0001181431-12-000733.txt
1184023|STROBEL PAMELA B|4|20120104|edgar/data/1184023/0001181431-12-000544.txt
1184055|STEINBERG LEONARD|4|20120104|edgar/data/1184055/0001209191-12-001760.txt
1184179|POPOFF FRANK P|4|20120104|edgar/data/1184179/0001127602-12-000613.txt
1184230|BARTON RICHARD N|4|20120104|edgar/data/1184230/0001520780-12-000001.txt
1184336|BARNUM GREGORY T|4|20120104|edgar/data/1184336/0001065860-12-000002.txt
1184343|GROSS PATRICK W|4|20120104|edgar/data/1184343/0001181431-12-001144.txt
1184357|FLURY L RICHARD|4|20120104|edgar/data/1184357/0001209191-12-001283.txt
1184395|WILKINS RAYFORD JR|4|20120104|edgar/data/1184395/0001127602-12-000761.txt
1184406|COMEY DALE|4|20120104|edgar/data/1184406/0001209191-12-001609.txt
1184452|CONARD EDWARD|4|20120104|edgar/data/1184452/0001127602-12-000563.txt
1184472|TYSOE RONALD W|4|20120104|edgar/data/1184472/0001140361-12-000572.txt
1184472|TYSOE RONALD W|4|20120104|edgar/data/1184472/0001140361-12-000603.txt
1184472|TYSOE RONALD W|4|20120104|edgar/data/1184472/0001209191-12-000805.txt
1184481|MULCAHY J PATRICK|4/A|20120104|edgar/data/1184481/0001209191-12-001323.txt
1184481|MULCAHY J PATRICK|4|20120104|edgar/data/1184481/0001096752-12-000006.txt
1184481|MULCAHY J PATRICK|4|20120104|edgar/data/1184481/0001140361-12-000890.txt
1184481|MULCAHY J PATRICK|4|20120104|edgar/data/1184481/0001209191-12-001344.txt
1184566|RICKEY DAVID|4|20120104|edgar/data/1184566/0001140361-12-001034.txt
1184576|MARTIN DARRELL D|4|20120104|edgar/data/1184576/0001181431-12-000673.txt
1184606|ROCK DOUGLAS L|4|20120104|edgar/data/1184606/0000099780-12-000007.txt
1184625|COHON JARED L|4|20120104|edgar/data/1184625/0001225208-12-000229.txt
1184680|UNRUH JAMES A|4|20120104|edgar/data/1184680/0001225208-12-000553.txt
1184743|HARAD GEORGE J|4|20120104|edgar/data/1184743/0001225208-12-000558.txt
1184762|GUYETTE JAMES M|4|20120104|edgar/data/1184762/0001127602-12-000895.txt
1184779|HOOKS STEPHEN V|4|20120104|edgar/data/1184779/0001140361-12-000426.txt
1184785|FOY JAMES D|4|20120104|edgar/data/1184785/0001144204-12-000522.txt
1184800|CHANDLER CHARLES Q IV|4|20120104|edgar/data/1184800/0001236304-12-000014.txt
1184803|EDWARDS ROY A|4|20120104|edgar/data/1184803/0001236304-12-000015.txt
1184813|SOMMA ANTHONY D|4|20120104|edgar/data/1184813/0001236304-12-000006.txt
